2019-08-14 12:52:14.744 febs [main] INFO  com.neefull.fsp.AdminApplication - Starting AdminApplication on pc-wangpei with PID 2600 (D:\workspace\workspace_open\fsp\admin\target\classes started by Thinkpad in D:\workspace\workspace_open\fsp)
2019-08-14 12:52:17.905 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [com.neefull.fsp.common.authentication.ShiroConfig$$EnhancerBySpringCGLIB$$f458a7cf] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:17.999 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-plus-com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties' of type [com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.011 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatisPlusConfigure' of type [com.neefull.fsp.common.configure.MybatisPlusConfigure$$EnhancerBySpringCGLIB$$ac8f2ad3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.019 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'paginationInterceptor' of type [com.baomidou.mybatisplus.extension.plugins.PaginationInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.030 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration' of type [com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration$$EnhancerBySpringCGLIB$$abcbd8ed] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.046 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dynamicDataSourceCreator' of type [com.baomidou.dynamic.datasource.DynamicDataSourceCreator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.050 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dynamicDataSourceProvider' of type [com.baomidou.dynamic.datasource.provider.YmlDynamicDataSourceProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.058 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 动态数据源-检测到并开启了p6spy
2019-08-14 12:52:18.069 febs [main] INFO  com.zaxxer.hikari.HikariDataSource - base - Starting...
2019-08-14 12:52:18.280 febs [main] INFO  com.zaxxer.hikari.HikariDataSource - base - Start completed.
2019-08-14 12:52:18.281 febs [main] INFO  com.zaxxer.hikari.HikariDataSource - quartz - Starting...
2019-08-14 12:52:18.290 febs [main] INFO  com.zaxxer.hikari.HikariDataSource - quartz - Start completed.
2019-08-14 12:52:18.290 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 初始共加载 2 个数据源
2019-08-14 12:52:18.290 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 动态数据源-加载 quartz 成功
2019-08-14 12:52:18.291 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 动态数据源-加载 base 成功
2019-08-14 12:52:18.291 febs [main] INFO  c.b.d.d.DynamicRoutingDataSource - 当前的默认数据源是单数据源，数据源名为 base
2019-08-14 12:52:18.291 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.baomidou.dynamic.datasource.DynamicRoutingDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.308 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:18.320 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.018 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.027 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.033 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.037 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userMapper' of type [com.sun.proxy.$Proxy109] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.075 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRoleMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.077 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRoleMapper' of type [com.sun.proxy.$Proxy111] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.079 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userRoleServiceImpl' of type [com.neefull.fsp.system.service.impl.UserRoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.141 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'userServiceImpl' of type [com.neefull.fsp.system.service.impl.UserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.186 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.187 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMapper' of type [com.sun.proxy.$Proxy114] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.199 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMenuMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.201 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMenuMapper' of type [com.sun.proxy.$Proxy115] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.203 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleMenuServiceImpl' of type [com.neefull.fsp.system.service.impl.RoleMenuServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.239 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'roleServiceImpl' of type [com.neefull.fsp.system.service.impl.RoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.274 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'menuMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.275 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'menuMapper' of type [com.sun.proxy.$Proxy118] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.280 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'menuServiceImpl' of type [com.neefull.fsp.system.service.impl.MenuServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.306 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroRealm' of type [com.neefull.fsp.common.authentication.ShiroRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.818 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisSessionDAO' of type [org.crazycake.shiro.RedisSessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.824 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionManager' of type [org.apache.shiro.web.session.mgt.DefaultWebSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.836 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:19.857 febs [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-08-14 12:52:20.267 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-08-14 12:52:20.285 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-08-14 12:52:20.296 febs [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2019-08-14 12:52:20.296 febs [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.22]
2019-08-14 12:52:20.472 febs [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-14 12:52:20.472 febs [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5589 ms
2019-08-14 12:52:21.404 febs [main] INFO  com.neefull.fsp.common.xss.XssFilter - ------------ xss filter init ------------
2019-08-14 12:52:22.055 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2019-08-14 12:52:22.081 febs [main] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2019-08-14 12:52:22.082 febs [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.1 created.
2019-08-14 12:52:22.096 febs [main] INFO  o.s.s.quartz.LocalDataSourceJobStore - Using db table-based data access locking (synchronization).
2019-08-14 12:52:22.100 febs [main] INFO  o.s.s.quartz.LocalDataSourceJobStore - JobStoreCMT initialized.
2019-08-14 12:52:22.101 febs [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.1) 'FEBS_Scheduler' with instanceId 'pc-wangpei1565758342058'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 20 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

2019-08-14 12:52:22.102 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'FEBS_Scheduler' initialized from an externally provided properties instance.
2019-08-14 12:52:22.102 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.1
2019-08-14 12:52:22.105 febs [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@3a988299
2019-08-14 12:52:22.267 febs [main] INFO  p6spy - 2019-08-14 12:52:22 | 耗时 7 ms | SQL 语句：
SELECT job_id jobId, bean_name beanName, method_name methodName, params, cron_expression cronExpression, status, remark, create_time createTime FROM t_job ORDER BY job_id;
2019-08-14 12:52:23.221 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService
2019-08-14 12:52:23.224 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'febsAsyncThreadPool'
2019-08-14 12:52:24.085 febs [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2019-08-14 12:52:26.175 febs [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2019-08-14 12:52:26.318 febs [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Will start Quartz Scheduler [FEBS_Scheduler] in 1 seconds
2019-08-14 12:52:26.344 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-08-14 12:52:26.385 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-08-14 12:52:26.390 febs [main] INFO  com.neefull.fsp.AdminApplication - Started AdminApplication in 13.338 seconds (JVM running for 15.52)
2019-08-14 12:52:26.433 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2019-08-14 12:52:26.433 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2019-08-14 12:52:26.433 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2019-08-14 12:52:26.433 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner -                                                       
2019-08-14 12:52:26.433 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner - FLP系统启动完毕，地址：http://192.168.0.123:8080/login
2019-08-14 12:52:27.041 febs [RMI TCP Connection(2)-192.168.0.123] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-08-14 12:52:27.041 febs [RMI TCP Connection(2)-192.168.0.123] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-08-14 12:52:27.069 febs [RMI TCP Connection(2)-192.168.0.123] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 28 ms
2019-08-14 12:52:27.071 febs [RMI TCP Connection(1)-192.168.0.123] INFO  p6spy - 2019-08-14 12:52:27 | 耗时 0 ms | SQL 语句：
select 1;
2019-08-14 12:52:27.321 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now, after delay of 1 seconds
2019-08-14 12:52:27.350 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2019-08-14 12:52:27.351 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "pc-wangpei1565707027104"'s failed in-progress jobs.
2019-08-14 12:52:27.356 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  p6spy - 
2019-08-14 12:52:27.358 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  org.quartz.core.QuartzScheduler - Scheduler FEBS_Scheduler_$_pc-wangpei1565758342058 started.
2019-08-14 12:52:27.365 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:52:27.370 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:52:39.365 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:52:42.353 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:52:42.354 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:52:51.361 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:52:56.797 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:52:57.359 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:52:57.359 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:03.361 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:53:12.365 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:12.366 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:15.366 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:53:24.205 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:53:27.361 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:53:27.365 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:27.366 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:39.361 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:53:42.367 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:42.367 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:47.331 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:53:51.362 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:53:57.368 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:53:57.369 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:03.363 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:54:11.048 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:54:12.370 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:12.370 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:15.364 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:54:27.363 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:54:27.372 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:27.372 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:39.364 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:54:39.953 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:54:42.381 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:42.383 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:51.365 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:54:57.379 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:54:57.380 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:03.367 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:55:08.687 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:55:12.382 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:12.382 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:15.368 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:55:27.368 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:55:27.384 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:27.384 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:36.163 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:55:39.370 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:55:42.446 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:42.446 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:51.370 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:55:57.388 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:55:57.388 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:56:01.733 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:56:03.371 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:56:12.390 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:56:12.390 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_ClusterManager] INFO  p6spy - 
2019-08-14 12:56:15.372 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
2019-08-14 12:56:25.175 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-14 12:56:27.371 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1565758342058_MisfireHandler] INFO  p6spy - 
